City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
363,tenenkou,14.4572,-4.9169,21.82,14,90,4.64,ML,1705120549
364,hajjah,15.6943,43.6058,14.01,74,13,1.04,YE,1705120550
365,revda,56.801,59.9303,-23.65,94,77,3.5,RU,1705120550
366,uliastay,47.7417,96.8444,-14.4,72,0,2.23,MN,1705120550
367,delmas,18.5447,-72.3028,22.5,80,0,1.85,HT,1705120277
368,harrah,35.4895,-97.1636,-2.08,66,0,2.32,US,1705120550
369,malanje,-9.5402,16.341,16.4,98,62,1.62,AO,1705120551
370,nemuro,43.3236,145.575,-3.05,65,87,10.02,JP,1705120551
371,xining,36.6167,101.7667,3.08,15,89,1.8,CN,1705120551
372,pisco,-13.7,-76.2167,22.03,83,100,4.63,PE,1705120451
373,zhangye,38.9342,100.4517,1.33,32,61,1.43,CN,1705120552
374,russkaya polyana,49.417,31.9201,-9.92,93,100,6.2,UA,1705120552
375,batang,-6.4846,110.7083,30.13,67,83,2.69,ID,1705120552
376,annau,37.8876,58.516,7.72,61,40,2.06,TM,1705120552
377,hotan,37.0997,79.9269,3.07,31,54,2.74,CN,1705120553
378,namibe,-15.1961,12.1522,22.99,64,99,3.45,AO,1705120553
379,fedorovskiy,45.0972,40.9517,-15.31,97,47,1.96,RU,1705120553
380,ihosy,-22.4,46.1167,22.69,83,86,1.98,MG,1705120553
381,kyren,51.6828,102.1408,-16.7,72,12,0.89,RU,1705120554
382,tofol,5.3248,163.0078,26.88,89,100,4.12,FM,1705120554
383,primero de mayo,-32.2552,-58.4228,17.96,48,0,3.38,AR,1705120554
384,korla,41.7597,86.1469,0.09,48,44,2.32,CN,1705120554
385,kapuskasing,49.4169,-82.4331,-16.0,85,100,5.66,CA,1705120554
386,new norfolk,-42.7826,147.0587,22.18,27,72,1.76,AU,1705120555
387,dek'emhare,15.07,39.0475,14.06,64,16,0.88,ER,1705120555
388,toliara,-23.35,43.6667,28.68,65,92,2.05,MG,1705120555
389,birine,35.635,3.225,3.88,79,12,1.2,DZ,1705120555
390,lalibela,12.0333,39.0333,14.57,44,80,1.17,ET,1705120555
391,auki,-8.7676,160.7034,29.12,76,74,0.68,SB,1705120556
392,whakatane,-37.9585,176.9854,24.93,67,0,3.46,NZ,1705120556
393,okha,53.5739,142.9478,-24.0,91,11,4.76,RU,1705120337
394,settat,33.0007,-7.6204,8.9,21,100,4.32,MA,1705120556
395,upata,8.0086,-62.3989,24.0,92,43,1.83,VE,1705120556
396,wagar,16.1525,36.2032,20.87,77,19,2.49,SD,1705120557
397,holualoa,19.6228,-155.9522,21.91,71,40,5.66,US,1705120557
398,taulaga,-11.0553,-171.0883,29.64,69,83,4.55,AS,1705120557
399,opuwo,-18.0607,13.84,18.24,39,71,1.8,NA,1705120557
400,hoi an,15.8794,108.335,24.98,81,78,2.95,VN,1705120533
401,koundara,12.4833,-13.3,21.04,39,45,1.48,GN,1705120558
402,usogorsk,63.4106,48.6872,-15.74,97,99,2.64,RU,1705120558
403,susuman,62.7833,148.1667,-41.12,100,94,0.45,RU,1705120558
404,iskateley,67.6803,53.1512,-13.32,91,100,3.58,RU,1705120559
405,kuraymah,18.55,31.85,14.88,25,7,3.71,SD,1705120559
406,harstad,68.799,16.5293,-2.89,95,100,3.27,NO,1705120559
407,kargasok,59.0556,80.8572,-13.35,93,100,5.36,RU,1705120337
408,mirnyy,62.5353,113.9611,-25.43,75,48,4.02,RU,1705120559
409,mount gambier,-37.8333,140.7667,17.66,67,100,6.1,AU,1705120560
410,souillac,-20.5167,57.5167,29.21,84,75,8.23,MU,1705120560
411,kerikeri,-35.2268,173.9474,25.51,66,2,0.45,NZ,1705120560
412,abay,49.6311,72.8539,-9.79,85,100,3.59,KZ,1705120560
413,kibungan,16.695,120.6553,24.26,46,11,1.94,PH,1705120560
414,rio grande,-32.035,-52.0986,19.41,67,0,4.54,BR,1705120008
415,tiassale,5.8983,-4.8283,23.86,95,4,0.7,CI,1705120561
416,sinop,41.7711,34.8709,-5.0,95,100,0.72,TR,1705120561
417,the bottom,17.6259,-63.2492,24.07,77,79,9.06,BQ,1705120561
418,palmer,42.1584,-72.3287,5.29,74,100,2.24,US,1705120562
419,siavonga,-16.5382,28.7088,22.95,91,100,3.03,ZM,1705120562
420,peniche,39.3558,-9.3811,12.18,82,100,10.99,PT,1705120563
421,haiku-pauwela,20.9219,-156.3051,20.58,79,20,3.09,US,1705120563
422,fort irwin,35.2627,-116.6848,6.9,47,0,0.0,US,1705120375
423,darwin,-12.4611,130.8418,31.14,86,75,4.63,AU,1705120535
424,mili,6.0815,171.735,27.74,81,98,10.66,MH,1705120564
425,daru,-9.0763,143.2092,29.14,76,98,0.53,PG,1705120564
426,crane,31.3974,-102.3501,6.97,24,12,3.74,US,1705120564
427,wauchope,-31.45,152.7333,29.42,46,24,4.23,AU,1705120564
428,adam,22.3756,57.5233,20.79,36,0,1.24,OM,1705120565
429,west end,26.6833,-78.9667,23.99,88,43,7.78,BS,1705120565
430,ancud,-41.8697,-73.8203,10.42,89,17,1.97,CL,1705120565
431,kharkhorin,47.1975,102.8238,-13.94,82,27,1.08,MN,1705120565
432,hlybokaye,55.1382,27.6879,-15.99,96,68,3.58,BY,1705120565
433,aleppo,36.25,37.5,8.09,89,100,1.18,SY,1705120566
434,tulun,54.5611,100.5792,-18.41,90,62,3.56,RU,1705120566
435,coquimbo,-29.9533,-71.3436,15.85,82,0,1.03,CL,1705120566
436,verkhnevilyuysk,63.4453,120.3167,-25.25,93,100,2.94,RU,1705120566
437,kamar mushani,32.8439,71.3669,17.28,24,0,1.07,PK,1705120567
438,szamotuly,52.612,16.5779,0.73,88,100,5.99,PL,1705120567
439,avsallar,36.616,31.7806,10.41,51,27,2.73,TR,1705120567
440,bubaque,11.2833,-15.8333,25.57,72,75,4.57,GW,1705120567
441,prainha,-1.8,-53.48,23.13,94,82,0.83,BR,1705120568
442,mejit,10.2753,170.8646,26.87,74,58,9.59,MH,1705120568
443,tabou,4.423,-7.3528,26.25,84,23,2.82,CI,1705120568
444,lerwick,60.1545,-1.1494,7.0,74,92,14.44,GB,1705120568
445,nova vicosa,-17.8919,-39.3719,24.96,85,6,4.82,BR,1705120495
446,usinsk,65.9939,57.5281,-26.07,98,98,5.81,RU,1705120569
447,nantucket,41.2835,-70.0995,7.06,76,75,6.69,US,1705120569
448,bukama,-9.2,25.85,20.83,99,100,0.73,CD,1705120569
449,moe,-38.1667,146.2667,18.13,92,100,2.46,AU,1705120569
450,minas de marcona,-15.2119,-75.1103,17.63,83,94,4.08,PE,1705120570
451,baraboo,43.4711,-89.7443,-2.23,96,100,6.17,US,1705120485
452,kansipati,6.0011,121.2344,29.79,68,100,1.51,PH,1705120570
453,balezino,57.9796,53.0106,-28.61,98,100,2.49,RU,1705120396
454,zheleznogorsk-ilimskiy,56.5768,104.1217,-23.68,99,96,2.68,RU,1705120571
455,saint-vaast,50.4525,4.1604,1.82,94,10,2.25,BE,1705120571
456,show low,34.2542,-110.0298,-1.84,52,0,8.23,US,1705120384
457,kangding,30.0513,101.9603,12.07,11,0,1.12,CN,1705120572
458,aasiaat,68.7098,-52.8699,-13.65,96,84,4.82,GL,1705120572
459,palmares do sul,-30.2578,-50.5097,18.93,69,60,2.98,BR,1705120572
460,usman',52.0466,39.7288,-23.84,97,10,2.24,RU,1705120572
461,polyarnyy,69.1989,33.4478,-12.63,93,100,6.01,RU,1705120572
462,genhe,50.7833,121.5167,-17.16,86,100,2.95,CN,1705120573
463,shenjiamen,29.9576,122.298,14.03,51,0,1.67,CN,1705120573
464,isla mujeres,21.2311,-86.731,26.03,90,75,5.31,MX,1705120573
465,fuchucho,34.5667,133.2333,9.92,53,8,7.26,JP,1705120574
466,dhromolaxia,34.8755,33.5868,12.07,87,40,2.57,CY,1705120574
467,chumphon,10.3333,98.8333,31.56,46,87,2.18,TH,1705120574
468,bani walid,31.7566,13.9942,10.75,85,6,5.4,LY,1705120575
469,lishui,28.4604,119.9103,19.74,33,0,0.86,CN,1705120575
470,chinde,26.8418,88.0763,15.34,41,0,2.48,NP,1705120575
471,tierp,60.3427,17.5181,-1.1,94,100,4.79,SE,1705120575
472,preobrazheniye,42.9019,133.9064,-6.44,38,0,2.35,RU,1705120576
473,rieti,42.4072,12.8592,1.36,55,0,2.2,IT,1705120576
474,coyhaique,-45.5752,-72.0662,12.97,71,20,1.54,CL,1705120502
475,lhokseumawe,5.1801,97.1507,28.72,69,96,2.15,ID,1705120576
476,butwal,27.7006,83.4484,20.48,37,3,1.7,NP,1705120577
477,shambu,9.5667,37.1,13.51,41,92,0.88,ET,1705120577
478,makurazaki,31.2667,130.3167,13.07,53,1,10.09,JP,1705120577
479,dubovskoye,47.4092,42.7575,-15.23,95,59,3.86,RU,1705120577
480,la passe,45.5549,-0.8967,-1.68,83,96,2.49,FR,1705120578
481,atlantic,39.4668,-74.6663,12.27,94,100,7.2,US,1705120578
482,las heras,-46.5419,-68.9359,14.88,48,10,8.18,AR,1705120578
483,carutapera,-1.195,-46.02,24.32,94,100,1.34,BR,1705120578
484,albenga,44.0529,8.216,10.34,79,0,2.24,IT,1705120578
485,luau,-10.7073,22.2247,17.54,96,100,1.56,AO,1705120579
486,biltine,14.5333,20.9167,17.21,17,3,3.23,TD,1705120579
487,funafuti,-8.5243,179.1942,33.0,66,75,3.09,TV,1705120579
488,dailekh,28.8333,81.6667,20.27,19,33,1.9,NP,1705120579
489,viedma,-40.8135,-62.9967,21.17,67,50,7.77,AR,1705120580
490,amursk,50.2261,136.8994,-22.79,92,100,5.29,RU,1705120339
491,adrar,20.5022,-10.0711,16.44,14,27,4.57,MR,1705120580
492,aljezur,37.3191,-8.8033,15.46,85,100,8.84,PT,1705120580
493,nebbi,2.4783,31.0889,23.53,43,100,1.28,UG,1705120580
494,eirunepe,-6.6603,-69.8736,23.16,96,91,0.71,BR,1705120581
495,kratie,12.4881,106.0188,33.79,32,83,4.28,KH,1705120581
496,nioro du rip,13.75,-15.8,24.11,18,85,3.21,SN,1705120581
497,kankaanpaa,61.8,22.4167,-9.58,93,100,4.94,FI,1705120582
498,ji'an,27.1172,114.9793,19.91,46,0,0.55,CN,1705120582
499,sal'sk,46.4725,41.5428,-12.85,93,16,3.13,RU,1705120582
500,can gio,10.4167,106.9667,27.72,61,100,2.51,VN,1705120583
501,island harbour,50.724,-1.2758,3.88,85,14,1.34,GB,1705120583
502,boulsa,12.6675,-0.5758,20.22,14,34,4.36,BF,1705120583
503,los frentones,-26.4077,-61.4137,25.18,72,26,3.08,AR,1705120583
504,khanty-mansiysk,61.0042,69.0019,-31.94,68,0,0.0,RU,1705120583
505,tympaki,35.0729,24.7685,10.98,72,78,5.93,GR,1705120584
506,cidreira,-30.1811,-50.2056,20.99,62,82,3.59,BR,1705120584
507,alice springs,-23.7,133.8833,37.75,20,40,6.47,AU,1705120584
508,ndele,8.4109,20.6473,19.07,21,70,2.14,CF,1705120584
509,howard springs,-12.497,131.047,31.1,91,100,5.55,AU,1705120585
510,charters towers,-20.1,146.2667,33.98,33,43,4.49,AU,1705120585
511,motueka,-41.1333,173.0167,25.61,42,4,1.42,NZ,1705120586
512,ponta delgada,37.7333,-25.6667,18.44,94,40,6.17,PT,1705120586
513,queenstown,-31.8976,26.8753,20.09,84,22,1.03,ZA,1705120586
514,catamayo,-3.9833,-79.35,18.05,93,82,0.09,EC,1705120586
515,broome,42.2506,-75.833,3.63,94,100,9.26,US,1705120587
516,ifakara,-8.1333,36.6833,24.19,91,99,0.56,TZ,1705120587
517,svyetlahorsk,52.6329,29.7389,-10.45,94,100,5.67,BY,1705120587
518,valera,9.3178,-70.6036,22.32,83,34,2.15,VE,1705120587
519,pemba,-12.974,40.5178,26.39,94,75,1.54,MZ,1705120588
520,hooper,41.1638,-112.1224,1.03,86,100,6.69,US,1705120588
521,puyang,29.4603,119.8861,19.01,30,0,0.77,CN,1705120588
522,nova gradiska,45.255,17.3831,-6.06,98,42,0.47,HR,1705120588
523,kudymkar,59.0173,54.656,-34.57,100,88,1.39,RU,1705120589
524,iranshahr,27.2025,60.6848,12.19,40,0,0.0,IR,1705120589
525,chibougamau,49.9168,-74.3659,-22.21,84,0,2.06,CA,1705120589
526,nadi,-17.8,177.4167,26.0,83,75,3.6,FJ,1705120589
527,orlovskiy,46.8714,42.0592,-15.31,95,9,2.98,RU,1705120589
528,zlatna,46.1167,23.2167,-6.35,82,28,2.18,RO,1705120590
529,sarina,-21.4333,149.2167,27.93,1,49,4.53,AU,1705120590
530,kawerau,-38.1,176.7,25.61,76,0,2.68,NZ,1705120525
531,pirallahi,40.4723,50.333,5.08,95,86,16.67,AZ,1705120590
532,taoudenni,22.6783,-3.9836,16.12,16,49,4.89,ML,1705120591
533,guane,22.2025,-84.0875,23.92,94,17,3.28,CU,1705120591
534,coronel dorrego,-38.7187,-61.2873,20.47,41,79,5.59,AR,1705120591
535,santa cruz,-17.8,-63.1667,23.7,94,20,1.03,BO,1705120355
536,afaahiti,-17.75,-149.2833,27.93,79,77,4.46,PF,1705120591
537,shulan,44.4167,126.95,-12.14,74,58,1.67,CN,1705120418
538,naze,28.3667,129.4833,17.51,53,5,5.77,JP,1705120592
539,grande prairie,55.1667,-118.8027,-37.9,67,0,3.09,CA,1705120515
540,gobernador virasora,-28.05,-56.0333,21.11,84,0,0.89,AR,1705120592
541,kirakira,-10.4544,161.9205,29.89,73,83,1.97,SB,1705120592
542,fort campbell north,36.6543,-87.4606,-0.71,64,100,12.86,US,1705120593
543,yamba,-5.9,22.3,21.04,96,97,0.45,CD,1705120593
544,tarawa,1.419,172.984,28.7,80,54,7.93,KI,1705120593
545,morondava,-20.2833,44.2833,28.44,69,75,0.88,MG,1705120593
546,hasaki,35.7333,140.8333,10.22,78,100,8.19,JP,1705120594
547,puerto maldonado,-12.6,-69.1833,23.12,98,100,0.25,PE,1705120594
548,selizharovo,56.8519,33.4487,-26.61,100,100,0.33,RU,1705120594
549,ad dabbah,18.05,30.95,14.52,29,2,3.69,SD,1705120594
550,nabire,-3.3667,135.4833,29.74,72,86,2.25,ID,1705120595
551,tadine,-21.55,167.8833,28.26,75,94,4.41,NC,1705120595
552,salinopolis,-0.6136,-47.3561,25.23,89,100,2.17,BR,1705120595
553,scottburgh,-30.2867,30.7532,24.23,82,27,1.93,ZA,1705120595
554,ilhabela,-23.7781,-45.3581,24.69,95,100,1.96,BR,1705120596
555,charlottetown,46.2352,-63.1267,-6.71,69,0,3.09,CA,1705120565
556,singaraja,-8.112,115.0882,31.43,57,97,1.46,ID,1705120596
557,newman,37.3138,-121.0208,7.94,83,92,0.45,US,1705120596
558,grand-lahou,5.1367,-5.0242,26.4,83,3,2.06,CI,1705120597
559,touros,-5.1989,-35.4608,26.58,81,95,4.51,BR,1705120597
560,brookings,44.3114,-96.7984,-17.64,81,75,7.2,US,1705120548
561,tonj,7.2737,28.6822,21.74,26,50,2.53,SS,1705120597
562,hammerfest,70.6634,23.6821,-4.75,86,75,4.63,NO,1705120597
563,mananjary,-21.2167,48.3333,27.39,67,97,0.41,MG,1705120598
564,yaren,-0.5472,166.916,29.07,74,86,4.77,NR,1705120598
565,nadym,65.5333,72.5167,-38.51,100,88,1.69,RU,1705120598
566,mitu,1.1983,-70.1733,22.44,99,92,1.02,CO,1705120598
